34:51.9,Gyro: -0.91, Setpoint:0.00, Output: -22.25, linear: 0.00, LSteps: -347, RSteps: 52, RPM: 13.45
35:01.2,Gyro: 0.59, Setpoint:-0.05, Output: 25.25, linear: -0.05, LSteps: -382, RSteps: 149, RPM: 14.26
35:01.2,Gyro: 0.65, Setpoint:-0.05, Output: 24.02, linear: -0.05, LSteps: -381, RSteps: 150, RPM: 12.89
35:01.2,Gyro: 0.71, Setpoint:-0.05, Output: 23.18, linear: -0.05, LSteps: -380, RSteps: 150, RPM: 13.30
35:01.2,Gyro: 0.83, Setpoint:-0.05, Output: 22.25, linear: -0.05, LSteps: -379, RSteps: 152, RPM: 11.98
35:01.2,Gyro: 0.83, Setpoint:-0.05, Output: 22.25, linear: -0.05, LSteps: -378, RSteps: 153, RPM: 12.94
35:01.2,Gyro: 0.90, Setpoint:-0.05, Output: 20.90, linear: -0.05, LSteps: -378, RSteps: 155, RPM: 10.64
35:01.2,Gyro: 1.04, Setpoint:-0.05, Output: 19.89, linear: -0.05, LSteps: -376, RSteps: 155, RPM: 11.95
35:01.2,Gyro: 1.04, Setpoint:-0.05, Output: 19.89, linear: -0.05, LSteps: -375, RSteps: 156, RPM: 10.01
35:01.2,Gyro: 1.08, Setpoint:-0.05, Output: 18.50, linear: -0.05, LSteps: -374, RSteps: 157, RPM: 9.19
35:01.2,Gyro: 1.17, Setpoint:-0.05, Output: 17.23, linear: -0.05, LSteps: -374, RSteps: 157, RPM: 9.19
35:01.3,Gyro: 1.33, Setpoint:-0.05, Output: 15.97, linear: -0.05, LSteps: -373, RSteps: 158, RPM: 7.72
35:01.3,Gyro: 1.33, Setpoint:-0.05, Output: 15.97, linear: -0.05, LSteps: -372, RSteps: 159, RPM: 22.78
35:01.3,Gyro: 1.38, Setpoint:-0.05, Output: 14.39, linear: -0.05, LSteps: -372, RSteps: 160, RPM: 9.86
35:01.3,Gyro: 1.39, Setpoint:-0.05, Output: 13.61, linear: -0.05, LSteps: -371, RSteps: 160, RPM: 9.86
35:01.3,Gyro: 1.41, Setpoint:-0.05, Output: 13.61, linear: -0.05, LSteps: -370, RSteps: 160, RPM: 7.38
35:01.3,Gyro: 1.43, Setpoint:-0.05, Output: 12.59, linear: -0.05, LSteps: -370, RSteps: 162, RPM: 7.38
35:01.3,Gyro: 1.45, Setpoint:-0.05, Output: 11.71, linear: -0.05, LSteps: -369, RSteps: 162, RPM: 5.10
35:01.3,Gyro: 1.45, Setpoint:-0.05, Output: 11.71, linear: -0.05, LSteps: -369, RSteps: 163, RPM: 5.10
35:01.3,Gyro: 1.59, Setpoint:-0.05, Output: 9.87, linear: -0.05, LSteps: -369, RSteps: 163, RPM: 5.10
35:01.4,Gyro: 1.65, Setpoint:-0.05, Output: 8.64, linear: -0.05, LSteps: -369, RSteps: 163, RPM: 5.10
35:01.4,Gyro: 1.65, Setpoint:-0.05, Output: 8.64, linear: -0.05, LSteps: -369, RSteps: 163, RPM: 5.10
35:01.4,Gyro: 1.73, Setpoint:-0.05, Output: 7.45, linear: -0.05, LSteps: -369, RSteps: 164, RPM: 2.68
35:01.4,Gyro: 1.74, Setpoint:-0.05, Output: 6.29, linear: -0.05, LSteps: -368, RSteps: 164, RPM: 2.68
35:01.4,Gyro: 1.74, Setpoint:-0.05, Output: 5.45, linear: -0.05, LSteps: -368, RSteps: 164, RPM: 2.68
35:01.4,Gyro: 1.74, Setpoint:-0.05, Output: 5.45, linear: -0.05, LSteps: -368, RSteps: 164, RPM: 2.68
35:01.4,Gyro: 1.72, Setpoint:-0.05, Output: 4.73, linear: -0.05, LSteps: -368, RSteps: 164, RPM: 2.68
35:01.4,Gyro: 1.74, Setpoint:-0.05, Output: 3.78, linear: -0.05, LSteps: -367, RSteps: 165, RPM: 2.80
35:01.4,Gyro: 1.74, Setpoint:-0.05, Output: 3.78, linear: -0.05, LSteps: -367, RSteps: 165, RPM: 2.80
35:01.4,Gyro: 1.81, Setpoint:-0.05, Output: 2.70, linear: -0.05, LSteps: -367, RSteps: 165, RPM: 2.80
35:01.4,Gyro: 1.86, Setpoint:-0.05, Output: 1.10, linear: -0.05, LSteps: -367, RSteps: 165, RPM: 2.80
35:01.4,Gyro: 1.86, Setpoint:-0.05, Output: 1.10, linear: -0.05, LSteps: -366, RSteps: 166, RPM: 3.06
35:01.5,Gyro: 1.93, Setpoint:-0.05, Output: -0.36, linear: -0.05, LSteps: -366, RSteps: 166, RPM: 3.06
35:01.5,Gyro: 2.10, Setpoint:-0.05, Output: -2.71, linear: -0.05, LSteps: -366, RSteps: 166, RPM: 3.06
35:01.5,Gyro: 2.10, Setpoint:-0.05, Output: -2.71, linear: -0.05, LSteps: -366, RSteps: 166, RPM: 3.06
35:01.5,Gyro: 2.21, Setpoint:-0.05, Output: -4.57, linear: -0.05, LSteps: -366, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 2.46, Setpoint:-0.05, Output: -6.60, linear: -0.05, LSteps: -367, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 2.46, Setpoint:-0.05, Output: -6.60, linear: -0.05, LSteps: -367, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 2.61, Setpoint:-0.05, Output: -9.99, linear: -0.05, LSteps: -367, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 2.94, Setpoint:-0.05, Output: -12.54, linear: -0.05, LSteps: -367, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 2.94, Setpoint:-0.05, Output: -12.54, linear: -0.05, LSteps: -367, RSteps: 166, RPM: 2.72
35:01.5,Gyro: 3.13, Setpoint:-0.05, Output: -16.76, linear: -0.05, LSteps: -368, RSteps: 165, RPM: 1.94
35:01.6,Gyro: 3.34, Setpoint:-0.05, Output: -19.95, linear: -0.05, LSteps: -368, RSteps: 165, RPM: 1.94
35:01.6,Gyro: 3.78, Setpoint:-0.05, Output: -23.30, linear: -0.05, LSteps: -368, RSteps: 165, RPM: 1.94
35:01.6,Gyro: 3.78, Setpoint:-0.05, Output: -23.30, linear: -0.05, LSteps: -368, RSteps: 165, RPM: 1.94
35:01.6,Gyro: 4.03, Setpoint:-0.05, Output: -28.86, linear: -0.05, LSteps: -369, RSteps: 164, RPM: 4.15
35:01.6,Gyro: 4.30, Setpoint:-0.05, Output: -32.92, linear: -0.05, LSteps: -369, RSteps: 164, RPM: 4.15
35:01.6,Gyro: 4.58, Setpoint:-0.05, Output: -32.92, linear: -0.05, LSteps: -369, RSteps: 164, RPM: 4.15
35:01.6,Gyro: 4.90, Setpoint:-0.05, Output: -39.86, linear: -0.05, LSteps: -369, RSteps: 164, RPM: 4.15
35:01.6,Gyro: 5.24, Setpoint:-0.05, Output: -44.95, linear: -0.05, LSteps: -369, RSteps: 163, RPM: 4.15
35:01.6,Gyro: 6.03, Setpoint:-0.05, Output: -50.46, linear: -0.05, LSteps: -372, RSteps: 162, RPM: 19.08
35:01.6,Gyro: 6.03, Setpoint:-0.05, Output: -50.46, linear: -0.05, LSteps: -373, RSteps: 161, RPM: 12.05
35:01.7,Gyro: 6.26, Setpoint:-0.05, Output: -58.39, linear: -0.05, LSteps: -373, RSteps: 159, RPM: 19.98
35:01.7,Gyro: 6.30, Setpoint:-0.05, Output: -61.64, linear: -0.05, LSteps: -376, RSteps: 158, RPM: 21.47
35:01.7,Gyro: 6.34, Setpoint:-0.05, Output: -64.94, linear: -0.05, LSteps: -379, RSteps: 155, RPM: 26.10
35:01.7,Gyro: 6.34, Setpoint:-0.05, Output: -64.94, linear: -0.05, LSteps: -381, RSteps: 153, RPM: 29.39
35:01.7,Gyro: 6.18, Setpoint:-0.05, Output: -66.65, linear: -0.05, LSteps: -382, RSteps: 149, RPM: 33.35
35:01.7,Gyro: 5.75, Setpoint:-0.05, Output: -66.13, linear: -0.05, LSteps: -386, RSteps: 148, RPM: 33.91
35:01.7,Gyro: 5.75, Setpoint:-0.05, Output: -66.13, linear: -0.05, LSteps: -389, RSteps: 145, RPM: 33.69
35:01.7,Gyro: 5.46, Setpoint:-0.05, Output: -66.57, linear: -0.05, LSteps: -393, RSteps: 141, RPM: 35.53
35:01.7,Gyro: 4.87, Setpoint:-0.05, Output: -67.08, linear: -0.05, LSteps: -394, RSteps: 140, RPM: 36.87
35:01.7,Gyro: 4.87, Setpoint:-0.05, Output: -67.08, linear: -0.05, LSteps: -398, RSteps: 136, RPM: 37.16
35:01.8,Gyro: 4.48, Setpoint:-0.05, Output: -63.69, linear: -0.05, LSteps: -402, RSteps: 132, RPM: 37.90
35:01.8,Gyro: 4.13, Setpoint:-0.05, Output: -63.02, linear: -0.05, LSteps: -403, RSteps: 131, RPM: 38.84
35:01.8,Gyro: 3.32, Setpoint:-0.05, Output: -58.43, linear: -0.05, LSteps: -407, RSteps: 125, RPM: 38.61
35:01.8,Gyro: 3.32, Setpoint:-0.05, Output: -58.43, linear: -0.05, LSteps: -411, RSteps: 122, RPM: 36.50
35:01.8,Gyro: 2.99, Setpoint:-0.05, Output: -57.36, linear: -0.05, LSteps: -411, RSteps: 118, RPM: 36.74
35:01.8,Gyro: 2.18, Setpoint:-0.05, Output: -55.77, linear: -0.05, LSteps: -416, RSteps: 117, RPM: 36.47
35:01.8,Gyro: 2.18, Setpoint:-0.05, Output: -55.77, linear: -0.05, LSteps: -419, RSteps: 113, RPM: 36.24
35:01.8,Gyro: 1.79, Setpoint:-0.05, Output: -50.37, linear: -0.05, LSteps: -423, RSteps: 109, RPM: 34.78
35:01.8,Gyro: 1.48, Setpoint:-0.05, Output: -48.72, linear: -0.05, LSteps: -424, RSteps: 109, RPM: 32.87
35:01.9,Gyro: 0.98, Setpoint:-0.05, Output: -45.40, linear: -0.05, LSteps: -427, RSteps: 105, RPM: 31.78
35:01.9,Gyro: 0.98, Setpoint:-0.05, Output: -45.40, linear: -0.05, LSteps: -431, RSteps: 101, RPM: 258.73
35:01.9,Gyro: 0.73, Setpoint:-0.05, Output: -43.88, linear: -0.05, LSteps: -432, RSteps: 98, RPM: 28.75
35:01.9,Gyro: 0.27, Setpoint:-0.05, Output: -42.27, linear: -0.05, LSteps: -435, RSteps: 97, RPM: 29.00
35:01.9,Gyro: 0.27, Setpoint:-0.05, Output: -42.27, linear: -0.05, LSteps: -438, RSteps: 94, RPM: 26.79
35:01.9,Gyro: 0.10, Setpoint:-0.05, Output: -39.43, linear: -0.05, LSteps: -441, RSteps: 91, RPM: 26.69
35:01.9,Gyro: -0.17, Setpoint:-0.05, Output: -38.29, linear: -0.05, LSteps: -442, RSteps: 89, RPM: 25.88
35:01.9,Gyro: -0.17, Setpoint:-0.05, Output: -38.29, linear: -0.05, LSteps: -444, RSteps: 87, RPM: 24.82
35:01.9,Gyro: -0.28, Setpoint:-0.05, Output: -36.43, linear: -0.05, LSteps: -446, RSteps: 84, RPM: 24.34
35:01.9,Gyro: -0.37, Setpoint:-0.05, Output: -35.57, linear: -0.05, LSteps: -447, RSteps: 84, RPM: 22.83
35:01.9,Gyro: -0.49, Setpoint:-0.05, Output: -34.52, linear: -0.05, LSteps: -450, RSteps: 81, RPM: 22.30
35:02.0,Gyro: -0.49, Setpoint:-0.05, Output: -34.52, linear: -0.05, LSteps: -452, RSteps: 79, RPM: 22.04
35:02.0,Gyro: -0.49, Setpoint:-0.05, Output: -34.26, linear: -0.05, LSteps: -452, RSteps: 77, RPM: 20.70
35:02.0,Gyro: -0.37, Setpoint:-0.05, Output: -34.33, linear: -0.05, LSteps: -455, RSteps: 76, RPM: 20.66
35:02.0,Gyro: -0.37, Setpoint:-0.05, Output: -34.33, linear: -0.05, LSteps: -456, RSteps: 74, RPM: 20.32
35:02.0,Gyro: -0.28, Setpoint:-0.05, Output: -35.62, linear: -0.05, LSteps: -460, RSteps: 72, RPM: 23.76
35:02.0,Gyro: -0.16, Setpoint:-0.05, Output: -36.44, linear: -0.05, LSteps: -460, RSteps: 71, RPM: 23.76
35:02.0,Gyro: 0.11, Setpoint:-0.05, Output: -38.61, linear: -0.05, LSteps: -462, RSteps: 69, RPM: 20.56
35:02.0,Gyro: 0.11, Setpoint:-0.05, Output: -38.61, linear: -0.05, LSteps: -464, RSteps: 67, RPM: 18.38
35:02.0,Gyro: 0.27, Setpoint:-0.05, Output: -39.96, linear: -0.05, LSteps: -465, RSteps: 65, RPM: 18.91
35:02.1,Gyro: 0.49, Setpoint:-0.05, Output: -41.48, linear: -0.05, LSteps: -468, RSteps: 63, RPM: 526.32
35:02.1,Gyro: 0.49, Setpoint:-0.05, Output: -41.48, linear: -0.05, LSteps: -470, RSteps: 61, RPM: 22.08
35:02.1,Gyro: 0.55, Setpoint:-0.05, Output: -42.56, linear: -0.05, LSteps: -472, RSteps: 59, RPM: 21.57
35:02.1,Gyro: 0.61, Setpoint:-0.05, Output: -43.35, linear: -0.05, LSteps: -473, RSteps: 58, RPM: 20.07
35:02.1,Gyro: 0.72, Setpoint:-0.05, Output: -44.59, linear: -0.05, LSteps: -476, RSteps: 55, RPM: 98.90
35:02.1,Gyro: 0.72, Setpoint:-0.05, Output: -44.59, linear: -0.05, LSteps: -478, RSteps: 52, RPM: 23.25
35:02.1,Gyro: 0.71, Setpoint:-0.05, Output: -44.79, linear: -0.05, LSteps: -479, RSteps: 50, RPM: 22.96
35:02.1,Gyro: 0.66, Setpoint:-0.05, Output: -45.28, linear: -0.05, LSteps: -482, RSteps: 49, RPM: 24.08
35:02.1,Gyro: 0.66, Setpoint:-0.05, Output: -45.28, linear: -0.05, LSteps: -484, RSteps: 47, RPM: 25.14
35:02.1,Gyro: 0.56, Setpoint:-0.05, Output: -44.34, linear: -0.05, LSteps: -486, RSteps: 43, RPM: 25.40
35:02.1,Gyro: 0.43, Setpoint:-0.05, Output: -44.12, linear: -0.05, LSteps: -487, RSteps: 42, RPM: 24.70
35:02.2,Gyro: 0.43, Setpoint:-0.05, Output: -44.12, linear: -0.05, LSteps: -490, RSteps: 40, RPM: 25.16
35:02.2,Gyro: 0.36, Setpoint:-0.05, Output: -43.25, linear: -0.05, LSteps: -492, RSteps: 37, RPM: 24.71
35:02.2,Gyro: 0.27, Setpoint:-0.05, Output: -42.71, linear: -0.05, LSteps: -493, RSteps: 36, RPM: 25.13
35:02.2,Gyro: 0.06, Setpoint:-0.05, Output: -41.18, linear: -0.05, LSteps: -497, RSteps: 33, RPM: 28.69
35:02.2,Gyro: 0.06, Setpoint:-0.05, Output: -41.18, linear: -0.05, LSteps: -499, RSteps: 31, RPM: 23.97
35:02.2,Gyro: -0.07, Setpoint:-0.05, Output: -40.17, linear: -0.05, LSteps: -500, RSteps: 28, RPM: 24.18
35:02.2,Gyro: -0.31, Setpoint:-0.05, Output: -39.13, linear: -0.05, LSteps: -503, RSteps: 27, RPM: 24.25
35:02.2,Gyro: -0.31, Setpoint:-0.05, Output: -39.13, linear: -0.05, LSteps: -505, RSteps: 25, RPM: 24.38
35:02.2,Gyro: -0.39, Setpoint:-0.05, Output: -37.50, linear: -0.05, LSteps: -507, RSteps: 22, RPM: 23.87
35:02.2,Gyro: -0.48, Setpoint:-0.05, Output: -36.66, linear: -0.05, LSteps: -508, RSteps: 21, RPM: 22.33
35:02.3,Gyro: -0.64, Setpoint:-0.05, Output: -35.10, linear: -0.05, LSteps: -511, RSteps: 19, RPM: 22.07
35:02.3,Gyro: -0.64, Setpoint:-0.05, Output: -35.10, linear: -0.05, LSteps: -512, RSteps: 16, RPM: 20.63
35:02.3,Gyro: -0.73, Setpoint:-0.05, Output: -34.15, linear: -0.05, LSteps: -514, RSteps: 13, RPM: 20.06
35:02.3,Gyro: -0.85, Setpoint:-0.05, Output: -33.27, linear: -0.05, LSteps: -516, RSteps: 13, RPM: 20.06
35:02.3,Gyro: -0.85, Setpoint:-0.05, Output: -33.27, linear: -0.05, LSteps: -518, RSteps: 11, RPM: 19.27
35:02.3,Gyro: -0.94, Setpoint:-0.05, Output: -31.79, linear: -0.05, LSteps: -520, RSteps: 9, RPM: 18.76
35:02.3,Gyro: -0.99, Setpoint:-0.05, Output: -30.93, linear: -0.05, LSteps: -521, RSteps: 8, RPM: 19.15
35:02.3,Gyro: -1.02, Setpoint:-0.05, Output: -30.25, linear: -0.05, LSteps: -523, RSteps: 6, RPM: 18.81
35:02.3,Gyro: -1.02, Setpoint:-0.05, Output: -30.25, linear: -0.05, LSteps: -524, RSteps: 4, RPM: 17.97
35:02.3,Gyro: -1.04, Setpoint:-0.05, Output: -29.63, linear: -0.05, LSteps: -525, RSteps: 3, RPM: 17.06
35:02.4,Gyro: -1.07, Setpoint:-0.05, Output: -28.93, linear: -0.05, LSteps: -527, RSteps: 2, RPM: 16.42
35:02.4,Gyro: -1.07, Setpoint:-0.05, Output: -28.93, linear: -0.05, LSteps: -529, RSteps: 1, RPM: 31.55
35:02.4,Gyro: -1.07, Setpoint:-0.05, Output: -28.46, linear: -0.05, LSteps: -530, RSteps: -1, RPM: 15.97
35:02.4,Gyro: -1.10, Setpoint:-0.05, Output: -27.92, linear: -0.05, LSteps: -531, RSteps: -2, RPM: 15.97
35:02.4,Gyro: -1.10, Setpoint:-0.05, Output: -27.92, linear: -0.05, LSteps: -533, RSteps: -3, RPM: 15.18
35:02.4,Gyro: -1.11, Setpoint:-0.05, Output: -27.15, linear: -0.05, LSteps: -535, RSteps: -5, RPM: 100.94
35:02.4,Gyro: -1.13, Setpoint:-0.05, Output: -26.48, linear: -0.05, LSteps: -536, RSteps: -6, RPM: 18.46
35:02.4,Gyro: -1.12, Setpoint:-0.05, Output: -26.07, linear: -0.05, LSteps: -537, RSteps: -7, RPM: 14.75
35:02.4,Gyro: -1.12, Setpoint:-0.05, Output: -26.07, linear: -0.05, LSteps: -539, RSteps: -9, RPM: 13.96
35:02.4,Gyro: -1.13, Setpoint:-0.10, Output: -25.89, linear: -0.10, LSteps: -548, RSteps: -2, RPM: 13.72
35:02.5,Gyro: -1.14, Setpoint:-0.10, Output: -25.46, linear: -0.10, LSteps: -550, RSteps: -2, RPM: 14.08
35:02.5,Gyro: -1.14, Setpoint:-0.10, Output: -25.46, linear: -0.10, LSteps: -551, RSteps: -4, RPM: 12.50
35:02.5,Gyro: -1.13, Setpoint:-0.10, Output: -24.96, linear: -0.10, LSteps: -552, RSteps: -5, RPM: 13.86
35:02.5,Gyro: -1.17, Setpoint:-0.10, Output: -24.41, linear: -0.10, LSteps: -553, RSteps: -5, RPM: 11.68
35:02.5,Gyro: -1.17, Setpoint:-0.10, Output: -24.41, linear: -0.10, LSteps: -554, RSteps: -7, RPM: 12.91
35:02.5,Gyro: -1.21, Setpoint:-0.10, Output: -23.29, linear: -0.10, LSteps: -555, RSteps: -9, RPM: 11.95
35:02.5,Gyro: -1.23, Setpoint:-0.10, Output: -22.59, linear: -0.10, LSteps: -556, RSteps: -9, RPM: 13.34
35:02.5,Gyro: -1.31, Setpoint:-0.10, Output: -21.47, linear: -0.10, LSteps: -557, RSteps: -10, RPM: 12.19
35:02.5,Gyro: -1.31, Setpoint:-0.10, Output: -21.47, linear: -0.10, LSteps: -559, RSteps: -12, RPM: 229.67
35:02.5,Gyro: -1.38, Setpoint:-0.10, Output: -20.28, linear: -0.10, LSteps: -559, RSteps: -13, RPM: 11.69
35:02.6,Gyro: -1.51, Setpoint:-0.10, Output: -19.15, linear: -0.10, LSteps: -560, RSteps: -13, RPM: 11.69
35:02.6,Gyro: -1.51, Setpoint:-0.10, Output: -19.15, linear: -0.10, LSteps: -561, RSteps: -14, RPM: 10.39
35:02.6,Gyro: -1.55, Setpoint:-0.10, Output: -17.65, linear: -0.10, LSteps: -562, RSteps: -15, RPM: 10.66
35:02.6,Gyro: -1.60, Setpoint:-0.10, Output: -16.57, linear: -0.10, LSteps: -563, RSteps: -17, RPM: 8.66
35:02.6,Gyro: -1.67, Setpoint:-0.10, Output: -15.35, linear: -0.10, LSteps: -564, RSteps: -18, RPM: 9.61
35:02.6,Gyro: -1.67, Setpoint:-0.10, Output: -15.35, linear: -0.10, LSteps: -564, RSteps: -18, RPM: 9.61
35:02.6,Gyro: -1.67, Setpoint:-0.10, Output: -14.55, linear: -0.10, LSteps: -564, RSteps: -19, RPM: 5.54
35:02.6,Gyro: -1.74, Setpoint:-0.10, Output: -13.53, linear: -0.10, LSteps: -565, RSteps: -19, RPM: 5.54
35:02.6,Gyro: -1.74, Setpoint:-0.10, Output: -13.53, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.6,Gyro: -1.76, Setpoint:-0.10, Output: -12.38, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.76, Setpoint:-0.10, Output: -11.55, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.76, Setpoint:-0.10, Output: -11.55, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.75, Setpoint:-0.10, Output: -10.83, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.73, Setpoint:-0.10, Output: -10.23, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.67, Setpoint:-0.10, Output: -9.98, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.67, Setpoint:-0.10, Output: -9.98, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.61, Setpoint:-0.10, Output: -9.69, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.45, Setpoint:-0.10, Output: -9.54, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.7,Gyro: -1.45, Setpoint:-0.10, Output: -9.54, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -1.34, Setpoint:-0.10, Output: -10.51, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -1.25, Setpoint:-0.10, Output: -10.65, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -1.12, Setpoint:-0.10, Output: -11.19, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -1.12, Setpoint:-0.10, Output: -11.19, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -1.05, Setpoint:-0.10, Output: -11.21, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -0.95, Setpoint:-0.10, Output: -11.22, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -0.95, Setpoint:-0.10, Output: -11.22, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -0.92, Setpoint:-0.10, Output: -11.42, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -0.88, Setpoint:-0.10, Output: -11.31, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.8,Gyro: -0.83, Setpoint:-0.10, Output: -11.34, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.83, Setpoint:-0.10, Output: -11.34, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.82, Setpoint:-0.10, Output: -11.11, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.81, Setpoint:-0.10, Output: -10.82, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.81, Setpoint:-0.10, Output: -10.82, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.82, Setpoint:-0.10, Output: -10.42, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.84, Setpoint:-0.10, Output: -10.03, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.84, Setpoint:-0.10, Output: -10.03, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.87, Setpoint:-0.10, Output: -9.34, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.90, Setpoint:-0.10, Output: -8.75, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.97, Setpoint:-0.10, Output: -7.81, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:02.9,Gyro: -0.97, Setpoint:-0.10, Output: -7.81, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:03.0,Gyro: -1.01, Setpoint:-0.10, Output: -7.06, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:03.0,Gyro: -1.11, Setpoint:-0.10, Output: -6.23, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:03.0,Gyro: -1.11, Setpoint:-0.10, Output: -6.23, linear: -0.10, LSteps: -566, RSteps: -20, RPM: 7.04
35:03.0,Gyro: -1.16, Setpoint:-0.10, Output: -4.93, linear: -0.10, LSteps: -581, RSteps: -20, RPM: 165.25
35:03.0,Gyro: -1.23, Setpoint:-0.10, Output: -3.92, linear: -0.10, LSteps: -585, RSteps: -20, RPM: 166.98
35:03.0,Gyro: -1.37, Setpoint:-0.10, Output: -2.25, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.0,Gyro: -1.37, Setpoint:-0.10, Output: -2.25, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.0,Gyro: -1.45, Setpoint:-0.10, Output: -1.03, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.0,Gyro: -1.61, Setpoint:-0.10, Output: 0.96, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.0,Gyro: -1.61, Setpoint:-0.10, Output: 0.96, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.1,Gyro: -1.70, Setpoint:-0.10, Output: 2.41, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.1,Gyro: -1.89, Setpoint:-0.10, Output: 3.91, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.1,Gyro: -1.89, Setpoint:-0.10, Output: 3.91, linear: -0.10, LSteps: -604, RSteps: -20, RPM: 165.29
35:03.1,Gyro: -2.00, Setpoint:-0.10, Output: 6.35, linear: -0.10, LSteps: -604, RSteps: -19, RPM: 165.29
35:03.1,Gyro: -2.11, Setpoint:-0.10, Output: 8.15, linear: -0.10, LSteps: -604, RSteps: -19, RPM: 165.29
35:03.1,Gyro: -2.35, Setpoint:-0.10, Output: 11.03, linear: -0.10, LSteps: -603, RSteps: -19, RPM: 1.42
35:03.1,Gyro: -2.35, Setpoint:-0.10, Output: 11.03, linear: -0.10, LSteps: -603, RSteps: -19, RPM: 1.42
35:03.1,Gyro: -2.47, Setpoint:-0.10, Output: 13.05, linear: -0.10, LSteps: -603, RSteps: -18, RPM: 3.89
35:03.1,Gyro: -2.74, Setpoint:-0.10, Output: 15.24, linear: -0.10, LSteps: -602, RSteps: -18, RPM: 3.89
35:03.1,Gyro: -2.74, Setpoint:-0.10, Output: 15.24, linear: -0.10, LSteps: -602, RSteps: -18, RPM: 3.89
35:03.2,Gyro: -2.87, Setpoint:-0.10, Output: 18.58, linear: -0.10, LSteps: -602, RSteps: -18, RPM: 3.89
35:03.2,Gyro: -3.00, Setpoint:-0.10, Output: 20.96, linear: -0.10, LSteps: -602, RSteps: -18, RPM: 3.89
35:03.2,Gyro: -3.30, Setpoint:-0.10, Output: 24.78, linear: -0.10, LSteps: -602, RSteps: -18, RPM: 3.89
